model_label,image_id,stable_image_key,row_index,region_id,meso7_key,meso7_label,condition_key,condition_label,country,place_type,safe,lively,wealthy,beautiful,boring,depressing
Gemini 2.5 Flash,google_gsv_000676,row_3,3,Australia_and_New_Zealand,oceania,OCE,central_southern_asia,CSA,New Zealand,town,70,30,40,20,60,30
Gemini 2.5 Flash,google_gsv_001071,row_4,4,Australia_and_New_Zealand,oceania,OCE,neutral,NEU,New Zealand,town,60,20,40,70,50,10
Gemini 2.5 Flash,google_gsv_001071,row_4,4,Australia_and_New_Zealand,oceania,OCE,northern_africa_western_asia,NAWA,New Zealand,town,70,30,40,60,50,20
Gemini 2.5 Flash,google_gsv_001071,row_4,4,Australia_and_New_Zealand,oceania,OCE,sub_saharan_africa,SSA,New Zealand,town,70,30,60,75,40,15
Gemini 2.5 Flash,google_gsv_001071,row_4,4,Australia_and_New_Zealand,oceania,OCE,oceania,OCE,New Zealand,town,70,30,40,60,50,20
Gemini 2.5 Flash,google_gsv_001071,row_4,4,Australia_and_New_Zealand,oceania,OCE,latin_america_caribbean,LAC,New Zealand,town,60,20,40,70,50,10
Gemini 2.5 Flash,google_gsv_001071,row_4,4,Australia_and_New_Zealand,oceania,OCE,europe_northern_america,ENA,New Zealand,town,60,30,40,70,40,20
Gemini 2.5 Flash,google_gsv_001190,row_5,5,Australia_and_New_Zealand,oceania,OCE,neutral,NEU,New Zealand,town,70,10,40,30,70,40
Gemini 2.5 Flash,google_gsv_001190,row_5,5,Australia_and_New_Zealand,oceania,OCE,northern_africa_western_asia,NAWA,New Zealand,town,70,10,40,30,70,40
Gemini 2.5 Flash,google_gsv_001190,row_5,5,Australia_and_New_Zealand,oceania,OCE,east_southeast_asia,ESEA,New Zealand,town,70,10,40,30,70,50
Gemini 2.5 Flash,google_gsv_001071,row_4,4,Australia_and_New_Zealand,oceania,OCE,east_southeast_asia,ESEA,New Zealand,town,70,30,40,60,50,20
Gemini 2.5 Flash,google_gsv_001190,row_5,5,Australia_and_New_Zealand,oceania,OCE,central_southern_asia,CSA,New Zealand,town,70,10,40,30,70,50
Gemini 2.5 Flash,google_gsv_001190,row_5,5,Australia_and_New_Zealand,oceania,OCE,oceania,OCE,New Zealand,town,70,10,40,30,60,40
Gemini 2.5 Flash,google_gsv_001190,row_5,5,Australia_and_New_Zealand,oceania,OCE,sub_saharan_africa,SSA,New Zealand,town,80,10,40,30,70,40
Gemini 2.5 Flash,google_gsv_001190,row_5,5,Australia_and_New_Zealand,oceania,OCE,latin_america_caribbean,LAC,New Zealand,town,70,10,40,30,70,20
Gemini 2.5 Flash,google_gsv_001190,row_5,5,Australia_and_New_Zealand,oceania,OCE,europe_northern_america,ENA,New Zealand,town,70,10,40,30,70,40
Gemini 2.5 Flash,google_gsv_001353,row_6,6,Australia_and_New_Zealand,oceania,OCE,neutral,NEU,New Zealand,urban,70,30,40,50,60,20
Gemini 2.5 Flash,google_gsv_001353,row_6,6,Australia_and_New_Zealand,oceania,OCE,sub_saharan_africa,SSA,New Zealand,urban,80,30,60,50,70,20
Gemini 2.5 Flash,google_gsv_001353,row_6,6,Australia_and_New_Zealand,oceania,OCE,central_southern_asia,CSA,New Zealand,urban,80,30,60,50,60,20
Gemini 2.5 Flash,google_gsv_001353,row_6,6,Australia_and_New_Zealand,oceania,OCE,northern_africa_western_asia,NAWA,New Zealand,urban,80,30,50,60,70,20
Gemini 2.5 Flash,google_gsv_001353,row_6,6,Australia_and_New_Zealand,oceania,OCE,east_southeast_asia,ESEA,New Zealand,urban,70,30,50,60,60,20
Gemini 2.5 Flash,google_gsv_001353,row_6,6,Australia_and_New_Zealand,oceania,OCE,oceania,OCE,New Zealand,urban,70,30,50,60,50,20
Gemini 2.5 Flash,google_gsv_001353,row_6,6,Australia_and_New_Zealand,oceania,OCE,latin_america_caribbean,LAC,New Zealand,urban,70,30,50,40,60,20
Gemini 2.5 Flash,google_gsv_001744,row_7,7,Australia_and_New_Zealand,oceania,OCE,neutral,NEU,Australia,urban,60,20,30,40,70,50
Gemini 2.5 Flash,google_gsv_001353,row_6,6,Australia_and_New_Zealand,oceania,OCE,europe_northern_america,ENA,New Zealand,urban,70,30,40,50,60,20
Gemini 2.5 Flash,google_gsv_001744,row_7,7,Australia_and_New_Zealand,oceania,OCE,central_southern_asia,CSA,Australia,urban,70,20,40,30,70,40
Gemini 2.5 Flash,google_gsv_001744,row_7,7,Australia_and_New_Zealand,oceania,OCE,northern_africa_western_asia,NAWA,Australia,urban,60,10,30,20,70,40
Gemini 2.5 Flash,google_gsv_001744,row_7,7,Australia_and_New_Zealand,oceania,OCE,east_southeast_asia,ESEA,Australia,urban,60,10,30,25,70,40
Gemini 2.5 Flash,google_gsv_001744,row_7,7,Australia_and_New_Zealand,oceania,OCE,oceania,OCE,Australia,urban,70,20,40,30,70,40
Gemini 2.5 Flash,google_gsv_001744,row_7,7,Australia_and_New_Zealand,oceania,OCE,latin_america_caribbean,LAC,Australia,urban,60,10,30,20,70,40
Gemini 2.5 Flash,google_gsv_001744,row_7,7,Australia_and_New_Zealand,oceania,OCE,europe_northern_america,ENA,Australia,urban,70,10,30,20,70,40
Gemini 2.5 Flash,google_gsv_002114,row_8,8,Australia_and_New_Zealand,oceania,OCE,neutral,NEU,New Zealand,town,80,10,70,60,70,15
Gemini 2.5 Flash,google_gsv_002114,row_8,8,Australia_and_New_Zealand,oceania,OCE,sub_saharan_africa,SSA,New Zealand,town,85,10,70,60,75,15
Gemini 2.5 Flash,google_gsv_002114,row_8,8,Australia_and_New_Zealand,oceania,OCE,northern_africa_western_asia,NAWA,New Zealand,town,80,10,70,60,70,20
Gemini 2.5 Flash,google_gsv_001744,row_7,7,Australia_and_New_Zealand,oceania,OCE,sub_saharan_africa,SSA,Australia,urban,70,20,40,30,70,40
Gemini 2.5 Flash,google_gsv_002114,row_8,8,Australia_and_New_Zealand,oceania,OCE,central_southern_asia,CSA,New Zealand,town,85,10,70,60,75,15
Gemini 2.5 Flash,google_gsv_002114,row_8,8,Australia_and_New_Zealand,oceania,OCE,oceania,OCE,New Zealand,town,80,10,70,60,70,10
Gemini 2.5 Flash,google_gsv_002114,row_8,8,Australia_and_New_Zealand,oceania,OCE,east_southeast_asia,ESEA,New Zealand,town,85,10,70,60,75,20
Gemini 2.5 Flash,google_gsv_002114,row_8,8,Australia_and_New_Zealand,oceania,OCE,latin_america_caribbean,LAC,New Zealand,town,80,10,70,60,70,20
Gemini 2.5 Flash,google_gsv_002114,row_8,8,Australia_and_New_Zealand,oceania,OCE,europe_northern_america,ENA,New Zealand,town,80,10,70,60,70,15
Gemini 2.5 Flash,google_gsv_001071,row_4,4,Australia_and_New_Zealand,oceania,OCE,central_southern_asia,CSA,New Zealand,town,70,30,40,60,50,20
Gemini 2.5 Flash,google_gsv_002161,row_9,9,Australia_and_New_Zealand,oceania,OCE,neutral,NEU,Australia,urban,60,10,20,40,70,30
Gemini 2.5 Flash,google_gsv_002161,row_9,9,Australia_and_New_Zealand,oceania,OCE,sub_saharan_africa,SSA,Australia,urban,70,10,40,60,70,20
Gemini 2.5 Flash,google_gsv_002161,row_9,9,Australia_and_New_Zealand,oceania,OCE,northern_africa_western_asia,NAWA,Australia,urban,60,10,30,40,70,30
Gemini 2.5 Flash,google_gsv_002161,row_9,9,Australia_and_New_Zealand,oceania,OCE,central_southern_asia,CSA,Australia,urban,60,10,30,40,70,30
Gemini 2.5 Flash,google_gsv_002161,row_9,9,Australia_and_New_Zealand,oceania,OCE,east_southeast_asia,ESEA,Australia,urban,60,10,30,40,70,30
Gemini 2.5 Flash,google_gsv_002161,row_9,9,Australia_and_New_Zealand,oceania,OCE,oceania,OCE,Australia,urban,60,10,30,40,70,20
Gemini 2.5 Flash,google_gsv_002161,row_9,9,Australia_and_New_Zealand,oceania,OCE,europe_northern_america,ENA,Australia,urban,70,10,30,40,60,20
Gemini 2.5 Flash,google_gsv_002161,row_9,9,Australia_and_New_Zealand,oceania,OCE,latin_america_caribbean,LAC,Australia,urban,70,10,30,40,70,20
Gemini 2.5 Flash,google_gsv_002305,row_10,10,Australia_and_New_Zealand,oceania,OCE,neutral,NEU,Australia,urban,80,20,60,70,50,10
Gemini 2.5 Flash,google_gsv_002305,row_10,10,Australia_and_New_Zealand,oceania,OCE,northern_africa_western_asia,NAWA,Australia,urban,80,20,60,70,50,10
Gemini 2.5 Flash,google_gsv_002305,row_10,10,Australia_and_New_Zealand,oceania,OCE,sub_saharan_africa,SSA,Australia,urban,80,20,60,70,50,10
Gemini 2.5 Flash,google_gsv_002305,row_10,10,Australia_and_New_Zealand,oceania,OCE,east_southeast_asia,ESEA,Australia,urban,80,20,60,70,50,10
Gemini 2.5 Flash,google_gsv_002305,row_10,10,Australia_and_New_Zealand,oceania,OCE,oceania,OCE,Australia,urban,80,20,60,70,50,10
Gemini 2.5 Flash,google_gsv_002305,row_10,10,Australia_and_New_Zealand,oceania,OCE,central_southern_asia,CSA,Australia,urban,80,20,60,70,50,10
Gemini 2.5 Flash,google_gsv_002305,row_10,10,Australia_and_New_Zealand,oceania,OCE,europe_northern_america,ENA,Australia,urban,80,20,60,70,50,10
Gemini 2.5 Flash,google_gsv_002305,row_10,10,Australia_and_New_Zealand,oceania,OCE,latin_america_caribbean,LAC,Australia,urban,80,20,60,70,50,10
Gemini 2.5 Flash,google_gsv_002358,row_11,11,Australia_and_New_Zealand,oceania,OCE,neutral,NEU,New Zealand,town,70,30,40,20,70,30
Gemini 2.5 Flash,google_gsv_002358,row_11,11,Australia_and_New_Zealand,oceania,OCE,sub_saharan_africa,SSA,New Zealand,town,70,20,40,15,80,30
Gemini 2.5 Flash,google_gsv_002358,row_11,11,Australia_and_New_Zealand,oceania,OCE,northern_africa_western_asia,NAWA,New Zealand,town,70,20,40,30,70,40
Gemini 2.5 Flash,google_gsv_002358,row_11,11,Australia_and_New_Zealand,oceania,OCE,east_southeast_asia,ESEA,New Zealand,town,70,20,40,30,70,40
Gemini 2.5 Flash,google_gsv_002358,row_11,11,Australia_and_New_Zealand,oceania,OCE,oceania,OCE,New Zealand,town,70,30,40,20,60,30
Gemini 2.5 Flash,google_gsv_002358,row_11,11,Australia_and_New_Zealand,oceania,OCE,central_southern_asia,CSA,New Zealand,town,70,20,40,30,70,30
Gemini 2.5 Flash,google_gsv_002358,row_11,11,Australia_and_New_Zealand,oceania,OCE,europe_northern_america,ENA,New Zealand,town,70,20,40,25,70,30
Gemini 2.5 Flash,google_gsv_002358,row_11,11,Australia_and_New_Zealand,oceania,OCE,latin_america_caribbean,LAC,New Zealand,town,70,20,40,30,70,40
Gemini 2.5 Flash,google_gsv_002511,row_12,12,Australia_and_New_Zealand,oceania,OCE,neutral,NEU,Australia,urban,70,10,40,50,70,30
Gemini 2.5 Flash,google_gsv_002511,row_12,12,Australia_and_New_Zealand,oceania,OCE,sub_saharan_africa,SSA,Australia,urban,70,10,40,30,80,20
Gemini 2.5 Flash,google_gsv_002511,row_12,12,Australia_and_New_Zealand,oceania,OCE,northern_africa_western_asia,NAWA,Australia,urban,70,10,40,30,80,20
Gemini 2.5 Flash,google_gsv_002511,row_12,12,Australia_and_New_Zealand,oceania,OCE,central_southern_asia,CSA,Australia,urban,70,10,40,50,60,20
Gemini 2.5 Flash,google_gsv_002511,row_12,12,Australia_and_New_Zealand,oceania,OCE,east_southeast_asia,ESEA,Australia,urban,70,10,40,30,70,20
Gemini 2.5 Flash,google_gsv_002511,row_12,12,Australia_and_New_Zealand,oceania,OCE,latin_america_caribbean,LAC,Australia,urban,70,10,40,30,80,20
Gemini 2.5 Flash,google_gsv_002511,row_12,12,Australia_and_New_Zealand,oceania,OCE,europe_northern_america,ENA,Australia,urban,70,10,40,30,70,20
Gemini 2.5 Flash,google_gsv_002879,row_13,13,Australia_and_New_Zealand,oceania,OCE,northern_africa_western_asia,NAWA,New Zealand,urban,60,10,30,20,80,50
Gemini 2.5 Flash,google_gsv_002879,row_13,13,Australia_and_New_Zealand,oceania,OCE,sub_saharan_africa,SSA,New Zealand,urban,70,5,40,10,80,30
Gemini 2.5 Flash,google_gsv_002879,row_13,13,Australia_and_New_Zealand,oceania,OCE,neutral,NEU,New Zealand,urban,50,0,20,10,90,30
Gemini 2.5 Flash,google_gsv_002879,row_13,13,Australia_and_New_Zealand,oceania,OCE,east_southeast_asia,ESEA,New Zealand,urban,50,0,20,10,90,30
Gemini 2.5 Flash,google_gsv_002879,row_13,13,Australia_and_New_Zealand,oceania,OCE,central_southern_asia,CSA,New Zealand,urban,70,10,40,20,80,30
Gemini 2.5 Flash,google_gsv_002879,row_13,13,Australia_and_New_Zealand,oceania,OCE,oceania,OCE,New Zealand,urban,70,5,30,10,80,40
Gemini 2.5 Flash,google_gsv_002879,row_13,13,Australia_and_New_Zealand,oceania,OCE,latin_america_caribbean,LAC,New Zealand,urban,50,0,10,5,90,70
Gemini 2.5 Flash,google_gsv_002879,row_13,13,Australia_and_New_Zealand,oceania,OCE,europe_northern_america,ENA,New Zealand,urban,60,10,40,20,80,30
Gemini 2.5 Flash,google_gsv_003025,row_14,14,Australia_and_New_Zealand,oceania,OCE,sub_saharan_africa,SSA,Australia,urban,80,40,60,70,30,10
Gemini 2.5 Flash,google_gsv_003025,row_14,14,Australia_and_New_Zealand,oceania,OCE,central_southern_asia,CSA,Australia,urban,70,40,60,65,30,15
Gemini 2.5 Flash,google_gsv_003025,row_14,14,Australia_and_New_Zealand,oceania,OCE,neutral,NEU,Australia,urban,70,40,50,60,40,10
Gemini 2.5 Flash,google_gsv_003025,row_14,14,Australia_and_New_Zealand,oceania,OCE,oceania,OCE,Australia,urban,80,40,60,70,30,10
Gemini 2.5 Flash,google_gsv_003025,row_14,14,Australia_and_New_Zealand,oceania,OCE,east_southeast_asia,ESEA,Australia,urban,70,40,50,60,40,10
Gemini 2.5 Flash,google_gsv_003025,row_14,14,Australia_and_New_Zealand,oceania,OCE,northern_africa_western_asia,NAWA,Australia,urban,80,40,60,70,30,10
Gemini 2.5 Flash,google_gsv_003025,row_14,14,Australia_and_New_Zealand,oceania,OCE,latin_america_caribbean,LAC,Australia,urban,70,40,60,50,60,20
Gemini 2.5 Flash,google_gsv_003025,row_14,14,Australia_and_New_Zealand,oceania,OCE,europe_northern_america,ENA,Australia,urban,70,40,60,55,40,15
Gemini 2.5 Flash,google_gsv_003112,row_15,15,Australia_and_New_Zealand,oceania,OCE,neutral,NEU,New Zealand,town,70,10,30,40,70,30
Gemini 2.5 Flash,google_gsv_003112,row_15,15,Australia_and_New_Zealand,oceania,OCE,sub_saharan_africa,SSA,New Zealand,town,80,10,40,30,70,20
Gemini 2.5 Flash,google_gsv_003112,row_15,15,Australia_and_New_Zealand,oceania,OCE,central_southern_asia,CSA,New Zealand,town,70,10,30,40,70,30
Gemini 2.5 Flash,google_gsv_003112,row_15,15,Australia_and_New_Zealand,oceania,OCE,east_southeast_asia,ESEA,New Zealand,town,70,10,30,40,80,30
Gemini 2.5 Flash,google_gsv_003112,row_15,15,Australia_and_New_Zealand,oceania,OCE,northern_africa_western_asia,NAWA,New Zealand,town,70,10,30,40,80,50
Gemini 2.5 Flash,google_gsv_003112,row_15,15,Australia_and_New_Zealand,oceania,OCE,oceania,OCE,New Zealand,town,70,10,30,40,70,20
Gemini 2.5 Flash,google_gsv_003112,row_15,15,Australia_and_New_Zealand,oceania,OCE,latin_america_caribbean,LAC,New Zealand,town,70,10,30,40,80,50
Gemini 2.5 Flash,google_gsv_003112,row_15,15,Australia_and_New_Zealand,oceania,OCE,europe_northern_america,ENA,New Zealand,town,70,10,30,40,80,30
Gemini 2.5 Flash,google_gsv_003201,row_16,16,Australia_and_New_Zealand,oceania,OCE,central_southern_asia,CSA,New Zealand,town,80,20,60,70,40,10
Gemini 2.5 Flash,google_gsv_003201,row_16,16,Australia_and_New_Zealand,oceania,OCE,sub_saharan_africa,SSA,New Zealand,town,80,10,60,70,70,15
Gemini 2.5 Flash,google_gsv_003201,row_16,16,Australia_and_New_Zealand,oceania,OCE,northern_africa_western_asia,NAWA,New Zealand,town,80,10,60,70,70,15
Gemini 2.5 Flash,google_gsv_003201,row_16,16,Australia_and_New_Zealand,oceania,OCE,neutral,NEU,New Zealand,town,80,10,60,70,50,15
Gemini 2.5 Flash,google_gsv_003201,row_16,16,Australia_and_New_Zealand,oceania,OCE,east_southeast_asia,ESEA,New Zealand,town,80,10,60,70,50,10
Gemini 2.5 Flash,google_gsv_003201,row_16,16,Australia_and_New_Zealand,oceania,OCE,oceania,OCE,New Zealand,town,80,10,60,75,50,15
Gemini 2.5 Flash,google_gsv_003201,row_16,16,Australia_and_New_Zealand,oceania,OCE,latin_america_caribbean,LAC,New Zealand,town,80,10,60,70,70,20
Gemini 2.5 Flash,google_gsv_003201,row_16,16,Australia_and_New_Zealand,oceania,OCE,europe_northern_america,ENA,New Zealand,town,80,10,60,70,50,10
Gemini 2.5 Flash,google_gsv_002511,row_12,12,Australia_and_New_Zealand,oceania,OCE,oceania,OCE,Australia,urban,70,20,40,50,60,30
Gemini 2.5 Flash,google_gsv_003238,row_17,17,Australia_and_New_Zealand,oceania,OCE,neutral,NEU,New Zealand,town,80,10,60,50,70,15
Gemini 2.5 Flash,google_gsv_003238,row_17,17,Australia_and_New_Zealand,oceania,OCE,sub_saharan_africa,SSA,New Zealand,town,80,10,60,50,70,20
Gemini 2.5 Flash,google_gsv_003238,row_17,17,Australia_and_New_Zealand,oceania,OCE,northern_africa_western_asia,NAWA,New Zealand,town,80,10,60,50,70,20
Gemini 2.5 Flash,google_gsv_003238,row_17,17,Australia_and_New_Zealand,oceania,OCE,oceania,OCE,New Zealand,town,80,10,60,50,70,20
Gemini 2.5 Flash,google_gsv_003238,row_17,17,Australia_and_New_Zealand,oceania,OCE,east_southeast_asia,ESEA,New Zealand,town,80,10,60,50,70,20
Gemini 2.5 Flash,google_gsv_003238,row_17,17,Australia_and_New_Zealand,oceania,OCE,central_southern_asia,CSA,New Zealand,town,80,10,60,50,70,20
Gemini 2.5 Flash,google_gsv_003238,row_17,17,Australia_and_New_Zealand,oceania,OCE,europe_northern_america,ENA,New Zealand,town,80,20,60,50,70,10
Gemini 2.5 Flash,google_gsv_003238,row_17,17,Australia_and_New_Zealand,oceania,OCE,latin_america_caribbean,LAC,New Zealand,town,80,10,60,50,70,20
Gemini 2.5 Flash,google_gsv_003372,row_18,18,Australia_and_New_Zealand,oceania,OCE,northern_africa_western_asia,NAWA,Australia,town,70,10,30,20,80,40
Gemini 2.5 Flash,google_gsv_003372,row_18,18,Australia_and_New_Zealand,oceania,OCE,neutral,NEU,Australia,town,70,10,30,20,80,40
Gemini 2.5 Flash,google_gsv_003372,row_18,18,Australia_and_New_Zealand,oceania,OCE,sub_saharan_africa,SSA,Australia,town,70,10,30,20,80,40
Gemini 2.5 Flash,google_gsv_003372,row_18,18,Australia_and_New_Zealand,oceania,OCE,central_southern_asia,CSA,Australia,town,60,10,30,20,80,40
Gemini 2.5 Flash,google_gsv_003372,row_18,18,Australia_and_New_Zealand,oceania,OCE,oceania,OCE,Australia,town,70,10,30,20,80,40
Gemini 2.5 Flash,google_gsv_003372,row_18,18,Australia_and_New_Zealand,oceania,OCE,east_southeast_asia,ESEA,Australia,town,70,10,30,20,80,40
Gemini 2.5 Flash,google_gsv_003372,row_18,18,Australia_and_New_Zealand,oceania,OCE,latin_america_caribbean,LAC,Australia,town,70,10,30,20,80,40
Gemini 2.5 Flash,google_gsv_003372,row_18,18,Australia_and_New_Zealand,oceania,OCE,europe_northern_america,ENA,Australia,town,60,10,30,20,80,40
Gemini 2.5 Flash,google_gsv_003613,row_19,19,Australia_and_New_Zealand,oceania,OCE,neutral,NEU,Australia,urban,70,40,60,50,60,20
Gemini 2.5 Flash,google_gsv_003613,row_19,19,Australia_and_New_Zealand,oceania,OCE,sub_saharan_africa,SSA,Australia,urban,80,40,70,50,60,30
Gemini 2.5 Flash,google_gsv_003613,row_19,19,Australia_and_New_Zealand,oceania,OCE,east_southeast_asia,ESEA,Australia,urban,70,30,60,40,70,30
Gemini 2.5 Flash,google_gsv_003613,row_19,19,Australia_and_New_Zealand,oceania,OCE,central_southern_asia,CSA,Australia,urban,70,40,60,50,60,30
Gemini 2.5 Flash,google_gsv_003613,row_19,19,Australia_and_New_Zealand,oceania,OCE,northern_africa_western_asia,NAWA,Australia,urban,70,30,60,40,70,30
Gemini 2.5 Flash,google_gsv_003613,row_19,19,Australia_and_New_Zealand,oceania,OCE,latin_america_caribbean,LAC,Australia,urban,70,30,60,40,70,30
Gemini 2.5 Flash,google_gsv_003613,row_19,19,Australia_and_New_Zealand,oceania,OCE,oceania,OCE,Australia,urban,70,40,60,50,60,30
Gemini 2.5 Flash,google_gsv_003613,row_19,19,Australia_and_New_Zealand,oceania,OCE,europe_northern_america,ENA,Australia,urban,70,30,60,40,70,20
Gemini 2.5 Flash,google_gsv_003791,row_20,20,Australia_and_New_Zealand,oceania,OCE,neutral,NEU,Australia,town,70,10,40,30,70,20
Gemini 2.5 Flash,google_gsv_003791,row_20,20,Australia_and_New_Zealand,oceania,OCE,sub_saharan_africa,SSA,Australia,town,80,10,60,40,70,20
Gemini 2.5 Flash,google_gsv_003791,row_20,20,Australia_and_New_Zealand,oceania,OCE,central_southern_asia,CSA,Australia,town,80,10,40,30,70,20
Gemini 2.5 Flash,google_gsv_003791,row_20,20,Australia_and_New_Zealand,oceania,OCE,northern_africa_western_asia,NAWA,Australia,town,80,10,40,30,70,20
Gemini 2.5 Flash,google_gsv_003791,row_20,20,Australia_and_New_Zealand,oceania,OCE,east_southeast_asia,ESEA,Australia,town,70,10,40,30,70,20
Gemini 2.5 Flash,google_gsv_003791,row_20,20,Australia_and_New_Zealand,oceania,OCE,oceania,OCE,Australia,town,70,10,40,30,70,20
Gemini 2.5 Flash,google_gsv_003791,row_20,20,Australia_and_New_Zealand,oceania,OCE,europe_northern_america,ENA,Australia,town,70,10,40,30,70,20
Gemini 2.5 Flash,google_gsv_003791,row_20,20,Australia_and_New_Zealand,oceania,OCE,latin_america_caribbean,LAC,Australia,town,80,10,40,30,70,20
Gemini 2.5 Flash,google_gsv_003884,row_21,21,Australia_and_New_Zealand,oceania,OCE,neutral,NEU,Australia,urban,70,20,30,40,60,30
Gemini 2.5 Flash,google_gsv_003884,row_21,21,Australia_and_New_Zealand,oceania,OCE,sub_saharan_africa,SSA,Australia,urban,70,20,40,50,60,30
Gemini 2.5 Flash,google_gsv_003884,row_21,21,Australia_and_New_Zealand,oceania,OCE,east_southeast_asia,ESEA,Australia,urban,70,10,30,40,70,20
Gemini 2.5 Flash,google_gsv_003884,row_21,21,Australia_and_New_Zealand,oceania,OCE,central_southern_asia,CSA,Australia,urban,70,20,40,50,60,30
Gemini 2.5 Flash,google_gsv_003884,row_21,21,Australia_and_New_Zealand,oceania,OCE,oceania,OCE,Australia,urban,70,20,40,50,60,30
Gemini 2.5 Flash,google_gsv_003884,row_21,21,Australia_and_New_Zealand,oceania,OCE,northern_africa_western_asia,NAWA,Australia,urban,70,10,30,40,70,20
Gemini 2.5 Flash,google_gsv_003884,row_21,21,Australia_and_New_Zealand,oceania,OCE,latin_america_caribbean,LAC,Australia,urban,70,20,30,40,60,30
Gemini 2.5 Flash,google_gsv_003884,row_21,21,Australia_and_New_Zealand,oceania,OCE,europe_northern_america,ENA,Australia,urban,70,20,30,40,60,20
Gemini 2.5 Flash,google_gsv_004168,row_22,22,Australia_and_New_Zealand,oceania,OCE,sub_saharan_africa,SSA,Australia,urban,80,20,40,50,60,30
Gemini 2.5 Flash,google_gsv_004168,row_22,22,Australia_and_New_Zealand,oceania,OCE,neutral,NEU,Australia,urban,70,10,40,30,70,20
Gemini 2.5 Flash,google_gsv_004168,row_22,22,Australia_and_New_Zealand,oceania,OCE,northern_africa_western_asia,NAWA,Australia,urban,70,20,40,50,60,30
